,Text,label
4623,how much of the nation child and eleven watch the simpson,1
3687,even could rise above the script which wa worse,0
1109,a large grassy field with a child jumping castle,0
4037,how do i find out about job,1
7835,what exactly is the purpose of the anteater,1
3680,what do player try to do when the music stop in a game of musical chair,1
5830,how do you determine if a computer monitor ha an svga adapter,1
3263,would recommend this item,0
6769,who invented the opener on can,1
4611,what is a bourdon tube,1
1717,a smiling young girl sitting at a table ha an upturned bowl on her head,0
1268,girl in pink dress with blue striped swinging around her neck,0
3857,what is a rhomboideus minor,1
5389,what actress hold the record for the most appearance on the cover of life,1
5672,what are all the river in europe,1
2298,this is not a flute it is a synthesizer,0
3546,the acting is terrible and the writing is worse,0
2890,i would definitely recommend the jabra v for those who are looking for comfort clarity and a great price,0
983,what is black hill south dakota most famous for,1
1626,a person jump a bicycle off a large dirt ramp,0
4287,i do know what happened in what a mess,0
3477,how many referee work a soccer game,1
4616,who is stationed at camp swampy in the comic strip,1
512,what wa the bridge of san luis rey made of,1
877,what state in the ha the most black,1
7238,what frenchman claimed the following if god did not exist it would be necessary to invent him,1
6787,abbr exp what doe hiv stand for,1
848,two people dressed in apparel venture out onto a frozen body of water,0
2991,easy to use,0
3364,what gaming device were dubbed mississippi marble and memphis domino,1
2677,what is the full classification of a lady bug,1
4301,who sang about and,1
3328,which bloom county resident wreaks havoc with a computer,1
5865,what wa the of and,1
1697,who is,1
187,people sit outside a tea house on,0
133,a man hold a blue notebook while he wait on the train platform,0
5599,what is the recipe for,1
2333,this is not a cat it is a hare,0
2214,this is not a shirt it is a sweater,0
8034,who tramped through florida looking for the fountain of youth,1
439,a girl is balancing on a wooden beam,0
1450,when is president birthday,1
8446,who wa,1
2749,what do mean,1
5862,what is,1
2959,please dont waste your money,0
2638,what tv character said one of these day pow right in the kisser,1
2166,this is not a trout it is a haddock,0
5965,what player squat an average of 3 time during a baseball doubleheader,1
2294,this is not a cat it is a mink,0
4835,what were the first three city to have a population of more than a million,1
6325,whose biography by is titled shooting star,1
1630,a woman and child in a strawberry amusement ride,0
3560,where on the internet can i get information about the fifth amendment on the american bill of right,1
6725,who wrote dubliner,1
2897,what are the chance of pregnacy if the penis doe not penetrate the vagina,1
7249,how many calorie are there in a glass of water,1
4074,what doe elysium mean,1
3907,the script look a if only a rough draft wa written and shooting began before a finished script wa completed,0
3596,what video game hero do some of his fan call,1
2563,who wrote poem are made by fool like me but only god can make a tree,1
1391,what doe the name mean,1
7112,what are dinosaur droppings called,1
6822,what doe it take to be a hero,1
3176,this is a great deal,0
4873,is known by what other name,1
913,the staff of a dhl pose outside of the building for a group photo,0
2050,this is not a wasp it is an oriole,0
5384,what is her husband name,1
7654,what city wa assassinated in,1
5002,what is the meaning of thalassemia,1
4337,the scenery that the two daughter paint and photograph are beautiful,0
941,what sport event is supposed to have fixed in the great gatsby,1
3497,what is a firewall,1
4498,what is the largest natural lake in pennsylvania,1
511,what fraction of a beaver life is spent swimming,1
3620,mishima is extremely uninteresting,0
2668,how did the war of affect delaware,1
4798,what season is the setting for midsummer night dream,1
3630,how many shot can a stock hold,1
3206,2 thumb up to this seller,0
1623,how much of the nation child and eleven watch the simpson,1
5825,who recorded the hit,1
916,an elderly man and woman are sitting on lawn chair holding onto the leash of a brown dog,0
27,what is the highest waterfall in the united state,1
3687,what is a fear of parasite,1
6161,who play shortstop for baseball team,1
7324,who is the director and editor of the movie big starring,1
6026,what mormon leader wa said to have had 27 wife,1
4332,for reader who have already seen one of miyazaki film he is still in top form and made another worthwhile experience,0
5583,enty event what phenomenon would you expect to read about in the publication the bigfoot news,1
4423,enty event what are some important event of the,1
2353,how many groove are on a dime,1
1045,a toddler sits on a white rug and play with a cup of flour,0
4312,i saw this short film on hbo and absolutely loved it,0
604,what percentage of the body is muscle,1
6844,what product did discover and produce,1
7543,what is the habitat of the chickadee,1
1536,four boy one on a skateboard one on a scooter and two standing are at a skate park on a ramp with a scary looking face graffiti on it,0
3311,could figure it out,0
3614,ironically i mostly find his film a total waste of time to watch,0
3798,a good commentary of love and undoubtedly a film worth seeing,0
3286,who wa the author of the book about computer hacker called the cuckoo egg tracking a spy through the maze of computer espionage,1
760,what wa first movie,1
5358,what father and son won the medal of honor,1
2788,exactly what i wanted,0
2868,i have had tmobile service for now and i am pretty happy with it,0
863,young woman talking on the street,0
712,6 men in work jumpsuit and 1 man in an orange jumpsuit are walking next to green and red loading dock,0
6682,what abstract painter wa dubbed the by time,1
3873,the dialogue is composed of thing that make little sense,0
4221,i struggle to find anything bad to say about it,0
5550,how far can you see,1
5082,how many film did make,1
2202,where is the valley of the king,1
2411,very good quality though,0
7108,how long doe it take the moon to revolve around the earth,1
371,what is horse name,1
6546,what wa the importance of magellan,1
